Unnamed: 0,poi_name,poi_type,poi_lat,poi_lng,poi_rating,grid,Venue Category
542,Société Générale,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8970788,2.2375026,3.5,"8,12",Education
543,BODY'minute,"['beauty_salon', 'hair_care', 'spa', 'health', 'point_of_interest', 'establishment']",48.8906037,2.2373793,3,"8,5",Education
544,Groupe Flo,"['bar', 'point_of_interest', 'establishment']",48.8898742,2.248481,3.6,"16,4",Education
546,Guérin Joaillerie,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8904402,2.2384059,3.2,"9,5",Education
547,Cargill France SAS,"['food', 'point_of_interest', 'establishment']",48.8890961,2.2389978,3.3,"9,4",Education
548,AGATHA,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8901019,2.2373325,4.1,"8,5",Education
549,Jaroen Thai Spa,"['spa', 'point_of_interest', 'establishment']",48.8967883,2.2484694,4,"16,12",Education
550,PicWicToys,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8904131,2.2374167,4.1,"8,5",Education
551,Cromology,"['point_of_interest', 'establishment']",48.8874581,2.2467903,3.6,"15,2",Education
552,Etam,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8907954,2.237153,4.1,"8,5",Education
553,Aparthotel Adagio La Défense Courbevoie,"['lodging', 'point_of_interest', 'establishment']",48.8934422,2.25324,4.2,"19,8",Education
554,Bowling Courbevoie,"['bowling_alley', 'point_of_interest', 'establishment']",48.894519,2.2532288,3.8,"19,10",Education
555,Ecole Conte,"['university', 'point_of_interest', 'establishment']",48.8925491,2.2360895,4.2,"7,7",Education
556,Syndicat des Ingrédients Cosmétiques et Tensio-Actifs,"['point_of_interest', 'establishment']",48.8865111,2.2440317,none,"13,1",Education
557,LCL Banque et assurance,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8967944,2.2377,3.6,"8,12",Education
558,Racing Club de France Rugby,"['point_of_interest', 'establishment']",48.8956802,2.2296866,3.9,"2,11",Education
559,EDF,"['point_of_interest', 'establishment']",48.8900217,2.2415634,3.7,"11,5",Education
562,Société Générale,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8970788,2.2375026,3.5,"8,12",Education
563,BODY'minute,"['beauty_salon', 'hair_care', 'spa', 'health', 'point_of_interest', 'establishment']",48.8906037,2.2373793,3,"8,5",Education
564,Groupe Flo,"['bar', 'point_of_interest', 'establishment']",48.8898742,2.248481,3.6,"16,4",Education
566,Guérin Joaillerie,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8904402,2.2384059,3.2,"9,5",Education
567,Cargill France SAS,"['food', 'point_of_interest', 'establishment']",48.8890961,2.2389978,3.3,"9,4",Education
568,AGATHA,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8901019,2.2373325,4.1,"8,5",Education
569,Jaroen Thai Spa,"['spa', 'point_of_interest', 'establishment']",48.8967883,2.2484694,4,"16,12",Education
570,PicWicToys,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8904131,2.2374167,4.1,"8,5",Education
571,Cromology,"['point_of_interest', 'establishment']",48.8874581,2.2467903,3.6,"15,2",Education
572,Etam,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8907954,2.237153,4.1,"8,5",Education
573,Aparthotel Adagio La Défense Courbevoie,"['lodging', 'point_of_interest', 'establishment']",48.8934422,2.25324,4.2,"19,8",Education
574,Bowling Courbevoie,"['bowling_alley', 'point_of_interest', 'establishment']",48.894519,2.2532288,3.8,"19,10",Education
575,Ecole Conte,"['university', 'point_of_interest', 'establishment']",48.8925491,2.2360895,4.2,"7,7",Education
576,Syndicat des Ingrédients Cosmétiques et Tensio-Actifs,"['point_of_interest', 'establishment']",48.8865111,2.2440317,none,"13,1",Education
577,LCL Banque et assurance,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8967944,2.2377,3.6,"8,12",Education
578,Racing Club de France Rugby,"['point_of_interest', 'establishment']",48.8956802,2.2296866,3.9,"2,11",Education
579,EDF,"['point_of_interest', 'establishment']",48.8900217,2.2415634,3.7,"11,5",Education
582,Société Générale,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8970788,2.2375026,3.5,"8,12",Education
583,BODY'minute,"['beauty_salon', 'hair_care', 'spa', 'health', 'point_of_interest', 'establishment']",48.8906037,2.2373793,3,"8,5",Education
584,Groupe Flo,"['bar', 'point_of_interest', 'establishment']",48.8898742,2.248481,3.6,"16,4",Education
586,Guérin Joaillerie,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8904402,2.2384059,3.2,"9,5",Education
587,Cargill France SAS,"['food', 'point_of_interest', 'establishment']",48.8890961,2.2389978,3.3,"9,4",Education
588,AGATHA,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8901019,2.2373325,4.1,"8,5",Education
589,Jaroen Thai Spa,"['spa', 'point_of_interest', 'establishment']",48.8967883,2.2484694,4,"16,12",Education
590,PicWicToys,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8904131,2.2374167,4.1,"8,5",Education
591,Cromology,"['point_of_interest', 'establishment']",48.8874581,2.2467903,3.6,"15,2",Education
592,Etam,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8907954,2.237153,4.1,"8,5",Education
593,Aparthotel Adagio La Défense Courbevoie,"['lodging', 'point_of_interest', 'establishment']",48.8934422,2.25324,4.2,"19,8",Education
594,Bowling Courbevoie,"['bowling_alley', 'point_of_interest', 'establishment']",48.894519,2.2532288,3.8,"19,10",Education
595,Ecole Conte,"['university', 'point_of_interest', 'establishment']",48.8925491,2.2360895,4.2,"7,7",Education
596,Syndicat des Ingrédients Cosmétiques et Tensio-Actifs,"['point_of_interest', 'establishment']",48.8865111,2.2440317,none,"13,1",Education
597,LCL Banque et assurance,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8967944,2.2377,3.6,"8,12",Education
598,Racing Club de France Rugby,"['point_of_interest', 'establishment']",48.8956802,2.2296866,3.9,"2,11",Education
599,EDF,"['point_of_interest', 'establishment']",48.8900217,2.2415634,3.7,"11,5",Education
602,Société Générale,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8970788,2.2375026,3.5,"8,12",Education
603,BODY'minute,"['beauty_salon', 'hair_care', 'spa', 'health', 'point_of_interest', 'establishment']",48.8906037,2.2373793,3,"8,5",Education
604,Groupe Flo,"['bar', 'point_of_interest', 'establishment']",48.8898742,2.248481,3.6,"16,4",Education
606,Guérin Joaillerie,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8904402,2.2384059,3.2,"9,5",Education
607,Cargill France SAS,"['food', 'point_of_interest', 'establishment']",48.8890961,2.2389978,3.3,"9,4",Education
608,AGATHA,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8901019,2.2373325,4.1,"8,5",Education
609,Jaroen Thai Spa,"['spa', 'point_of_interest', 'establishment']",48.8967883,2.2484694,4,"16,12",Education
610,PicWicToys,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8904131,2.2374167,4.1,"8,5",Education
611,Cromology,"['point_of_interest', 'establishment']",48.8874581,2.2467903,3.6,"15,2",Education
612,Etam,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8907954,2.237153,4.1,"8,5",Education
613,Aparthotel Adagio La Défense Courbevoie,"['lodging', 'point_of_interest', 'establishment']",48.8934422,2.25324,4.2,"19,8",Education
614,Bowling Courbevoie,"['bowling_alley', 'point_of_interest', 'establishment']",48.894519,2.2532288,3.8,"19,10",Education
615,Ecole Conte,"['university', 'point_of_interest', 'establishment']",48.8925491,2.2360895,4.2,"7,7",Education
616,Syndicat des Ingrédients Cosmétiques et Tensio-Actifs,"['point_of_interest', 'establishment']",48.8865111,2.2440317,none,"13,1",Education
617,LCL Banque et assurance,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8967944,2.2377,3.6,"8,12",Education
618,Racing Club de France Rugby,"['point_of_interest', 'establishment']",48.8956802,2.2296866,3.9,"2,11",Education
619,EDF,"['point_of_interest', 'establishment']",48.8900217,2.2415634,3.7,"11,5",Education
622,Société Générale,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8970788,2.2375026,3.5,"8,12",Education
623,BODY'minute,"['beauty_salon', 'hair_care', 'spa', 'health', 'point_of_interest', 'establishment']",48.8906037,2.2373793,3,"8,5",Education
624,Groupe Flo,"['bar', 'point_of_interest', 'establishment']",48.8898742,2.248481,3.6,"16,4",Education
626,Guérin Joaillerie,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8904402,2.2384059,3.2,"9,5",Education
627,Cargill France SAS,"['food', 'point_of_interest', 'establishment']",48.8890961,2.2389978,3.3,"9,4",Education
628,AGATHA,"['jewelry_store', 'point_of_interest', 'store', 'establishment']",48.8901019,2.2373325,4.1,"8,5",Education
629,Jaroen Thai Spa,"['spa', 'point_of_interest', 'establishment']",48.8967883,2.2484694,4,"16,12",Education
630,PicWicToys,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8904131,2.2374167,4.1,"8,5",Education
631,Cromology,"['point_of_interest', 'establishment']",48.8874581,2.2467903,3.6,"15,2",Education
632,Etam,"['point_of_interest', 'clothing_store', 'store', 'establishment']",48.8907954,2.237153,4.1,"8,5",Education
633,Aparthotel Adagio La Défense Courbevoie,"['lodging', 'point_of_interest', 'establishment']",48.8934422,2.25324,4.2,"19,8",Education
634,Bowling Courbevoie,"['bowling_alley', 'point_of_interest', 'establishment']",48.894519,2.2532288,3.8,"19,10",Education
635,Ecole Conte,"['university', 'point_of_interest', 'establishment']",48.8925491,2.2360895,4.2,"7,7",Education
636,Syndicat des Ingrédients Cosmétiques et Tensio-Actifs,"['point_of_interest', 'establishment']",48.8865111,2.2440317,none,"13,1",Education
637,LCL Banque et assurance,"['bank', 'atm', 'finance', 'insurance_agency', 'point_of_interest', 'establishment']",48.8967944,2.2377,3.6,"8,12",Education
638,Racing Club de France Rugby,"['point_of_interest', 'establishment']",48.8956802,2.2296866,3.9,"2,11",Education
639,EDF,"['point_of_interest', 'establishment']",48.8900217,2.2415634,3.7,"11,5",Education
